Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Bancao-Bancao, Puerto Princesa",House,"House,single-family-house",160.99999999999997,142.0,5.0,3.0,118.760283,9.732545,10258000.0
"Bancao-Bancao, Puerto Princesa",House,"House,single-family-house",126.0,85.0,4.0,3.0,118.760283,9.732545,7730000.0
"Bancao-Bancao, Puerto Princesa",House,"House,single-family-house",111.0,66.0,3.0,2.0,118.760283,9.732545,6644000.0
"Highway Hills, Mandaluyong",Commercial,"Commercial,building",279.0,735.0,7.0,8.500000000000002,121.052143,14.578255,107000000.0
"Legazpi Village, Makati",Condominium,"Condominium,double-bedroom",80.20000000000005,141.0,2.0,3.0,121.017742,14.554848,20000000.0
"Highway Hills, Mandaluyong",Commercial,"Commercial,building",279.0,735.0,7.0,8.500000000000002,121.052143,14.578255,107000000.0
"Kapitolyo, Pasig",House,"House,single-family-house",368.0,395.3,4.0,2.0,121.060157,14.569208,52000000.0
"Project 4, Quezon City",House,"House,single-family-house",368.7,290.0,7.0,5.0,121.0708,14.62078,30000000.0
"Mendez Crossing West, Tagaytay",House,"House,single-family-house",507.0,675.25,6.0,6.0,120.9146954,14.1002461,58000000.0
"Mendez Crossing West, Tagaytay",House,"House,single-family-house",507.0,675.0,6.0,6.0,120.9146954,14.1002461,58000000.0
"Tinga Labak, Batangas City",House,"House,single-family-house",99.0,53.0,2.0,2.0,121.0802496,13.7847667,5298000.0
"Poblacion, Balete",Land,"Land,residential-lot",77.30000000000001,102.17599999999999,2.8,2.2,121.0989581,14.018627,7771200.0
"Laiya-Ibabao, San Juan",Land,"Land,beach-lot",37.0,47.60000000000002,2.0,1.2,121.422891,13.673186,5439000.0
"Poblacion, Balete",Land,"Land,residential-lot",77.30000000000001,102.17599999999999,2.8,2.2,121.0989581,14.018627,7771200.0
"Munting Pulo, Lipa",Land,"Land,residential-lot",200.0,410.0,4.0,3.8000000000000003,121.186778,13.955635,22579200.0
"Poblacion, Balete",Land,"Land,residential-lot",77.30000000000001,102.17599999999999,2.8,2.2,121.0989581,14.018627,7771200.0
"Longos, Balagtas",House,"House,single-family-house",99.0,85.0,4.0,3.0,120.9153503,14.8205831,6698600.0
"Bagong Nayon, Antipolo",Land,"Land,residential-lot",644.0,627.8,6.0,6.5,121.210775,14.705728,8694000.0
"North Reclamation Area, Cebu",Condominium,"Condominium,single-bedroom",61.0,48.0,1.0,1.0,123.9157609,10.3084189,7000000.0
"Tinga Labak, Batangas City",House,"House,single-family-house",143.0,166.0,3.0,2.0,121.0802496,13.7847667,9523000.0
"Mabini, Lipa",House,"House,single-family-house",120.0,100.95000000000002,3.0,2.0,121.155483,13.895805,6748454.4
"Banaybanay II, San Jose",House,"House,townhouse",80.0,74.26000000000002,3.0,3.0,121.102657,13.9179,3100000.0
"Poblacion Barangay 9-A, Lipa",Land,"Land,residential-lot",487.0,350.0,4.0,4.0,121.166014,13.94143,12436032.0
"Laiya-Ibabao, San Juan",House,"House,single-family-house",200.0,103.0,3.0,2.0,121.422891,13.673186,9022000.0
"Pallocan Kanluran, Batangas City",House,"House,single-family-house",240.0,158.0,5.0,3.0,121.0703122,13.7559187,9930000.0
"New Manila, Quezon City",House,"House,townhouse",231.0,600.27,5.0,5.0,121.0306,14.61633,99000000.0
"Laiya-Ibabao, San Juan",Land,"Land,residential-lot",384.0,735.0,3.8,3.4,121.422891,13.673186,7296000.0
"Inosloban, Lipa",Land,"Land,residential-lot",487.0,350.0,4.0,4.0,121.1701226,13.9775271,12436032.0
"Plaridel, Lipa",Land,"Land,residential-lot",150.0,192.4,4.0,4.0,121.1754648,13.9977411,1351800.0
"Plaridel, Lipa",House,"House,single-family-house",204.0,206.04,3.0,3.0,121.1754648,13.9977411,12266275.2
"Kaylaway, Nasugbu",House,"House,townhouse",50.0,40.0,2.0,1.0,120.810579,14.0778507,2320385.0
"Ugong, Pasig",Condominium,"Condominium,single-bedroom",82.0,52.0,1.0,1.0,121.0773161,14.58859839,15408000.0
"Sucat, Muntinlupa",Condominium,"Condominium,double-bedroom",38.400000000000034,57.0,2.0,2.0,121.049276,14.45461,9558875.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",61.0,61.09,1.0,1.0,121.0616712,14.58905021,6800000.0
"Canlubang, Calamba",Condominium,"Condominium,studio",60.799999999999955,31.75,1.0,1.0,121.0533622,14.1857173,3800000.0
"Maharlika West, Tagaytay",Condominium,"Condominium,single-bedroom",43.60000000000002,26.620000000000005,1.0,1.0,120.9434149,14.1026081,5500000.0
"Batasan Hills, Quezon City",House,"House,single-family-house",300.0,277.0,6.0,4.0,121.096563,14.681641,27000000.0
"Lahug, Cebu",Condominium,"Condominium,double-bedroom",88.0,108.0,2.0,3.0,123.894266,10.3338536,17500000.0
"Pulong Buhangin, Santa Maria",House,"House,single-family-house",88.0,66.0,3.0,2.0,121.0041294,14.8696481,5200000.0
"Baclaran, Paranaque",Condominium,"Condominium,single-bedroom",42.60000000000008,95.15,1.0,2.0,120.997102,14.529416,11000000.0
"San Lorenzo, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.019175,14.550759,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"San Lorenzo, Makati",Commercial,"Commercial,offices",264.0,735.0,7.0,8.500000000000002,121.019175,14.550759,110503536.64125
"Mambugan, Antipolo",Land,"Land,commercial-lot",300.0,287.6,4.3999999999999995,3.6,121.157573,14.58843,3800000.0
"Maybunga, Pasig",House,"House,single-family-house",150.0,230.0,3.0,3.0,121.085049,14.576282,10800000.0
"Pilar, Las Pinas",House,"House,townhouse",52.0,150.0,4.0,3.0,121.0080137,14.417168,7600000.0
"Pilar, Las Pinas",House,"House,townhouse",80.0,130.0,3.0,3.0,121.0080137,14.417168,6000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,penthouse-1",188.01200000000003,168.0,2.0,2.0,121.050318,14.540867,42000000.0
"San Marcos, Calumpit",House,"House,single-family-house",168.0,220.0,4.0,3.0,120.7796077,14.8984502,15000000.0
"Pembo, Makati",Apartment,"Apartment,apartments",1052.4,2.842170943040401e-14,7.0,6.2,121.057819,14.54414,32000000.0
"Pembo, Makati",Apartment,"Apartment,apartments",82.20000000000005,123.0,7.0,8.5,121.057819,14.54414,32000000.0
"Highway Hills, Mandaluyong",Condominium,"Condominium,single-bedroom",72.0,35.0,1.0,1.0,121.052143,14.578255,7000000.0
"Kristong Hari, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.029926,14.624843,62000000.0
"Katipunan, Quezon City",Condominium,"Condominium,studio",22.60000000000008,17.0,1.0,1.0,121.0735023,14.63422414,1800000.0
"Sapalibutad, Angeles",House,"House,single-family-house",160.99999999999997,162.0,3.0,3.0,120.651906,15.150545,5944007.0
"Almanza Uno, Las Pinas",House,"House,townhouse",80.0,195.0,4.0,3.0,121.0140532,14.4324914,9288000.0
"Pilar, Las Pinas",House,"House,townhouse",83.93,190.0,4.0,3.0,121.0080137,14.417168,9757000.0
"San Isidro, Cainta",House,"House,single-family-house",214.0,350.0,5.0,3.0,121.1051828,14.61697691,10500000.0
"Berong, Quezon",Land,"Land,beach-lot",1215.5,728.0,7.0,7.199999999999999,118.255232,9.419047,5986000.0
"Palangue 1, Naic",House,"House,townhouse",38.0,43.0,2.0,1.0,120.827486,14.262481,1289523.0
"Bel-Air, Makati",Condominium,"Condominium,3-bedroom",144.39999999999998,179.0,3.0,3.0,121.026342,14.563933,32000000.0
"Cupang, Muntinlupa",House,"House,single-family-house",450.0,350.0,4.0,5.0,121.040194,14.434669,60000000.0
"Santo Rosario, Angeles",House,"House,single-family-house",600.0,400.0,4.0,4.0,120.623283,15.125055,24000000.0
"Santa Cruz, Antipolo",Land,"Land,residential-lot",277.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.17485,14.5841,5000000.0
"Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",43.60000000000002,24.169999999999987,1.0,1.0,121.051068,14.569686,4428847.0
"Cutcut, Angeles",Land,"Land,residential-lot",150.0,192.4,4.0,4.0,120.60262,15.122625,2500000.0
"Kaylaway, Nasugbu",House,"House,townhouse",50.0,40.0,2.0,1.0,120.810579,14.0778507,2320000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",289.0,320.0,4.0,4.0,121.0245799,14.4521766,26000000.0
"B.F. Homes, Paranaque",Land,"Land,residential-lot",378.0,456.0,3.1999999999999997,3.2,121.0245799,14.4521766,17010000.0
"Telabastagan, San Fernando",Condominium,"Condominium,3-bedroom",103.22399999999999,165.5,3.0,4.0,120.635072,15.10712,36103788.0
"Talon Dos, Las Pinas",House,"House,townhouse",122.0,155.0,3.0,3.0,120.985214,14.438526,10500000.0
"Talon Dos, Las Pinas",House,"House,single-family-house",432.0,245.0,5.0,5.0,120.985214,14.438526,22500000.0
"Kalubihan, Cebu",Condominium,"Condominium,studio",22.60000000000008,22.0,1.0,1.0,123.901384,10.293865,2200000.0
"Conchu, Trece Martires",House,"House,townhouse",44.0,42.0,2.0,1.0,120.882234,14.257876,1587700.0
"Don Bosco, Paranaque",House,"House,single-family-house",210.0,236.0,5.0,6.0,121.024909,14.482705,18500000.0
"Lahug, Cebu",Condominium,"Condominium,single-bedroom",61.0,47.0,1.0,1.0,123.894266,10.3338536,7200000.0
"Talon Dos, Las Pinas",House,"House,townhouse",60.0,155.0,4.0,3.0,120.985214,14.438526,6528000.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,double-bedroom",80.20000000000005,142.0,2.0,3.0,121.053333,14.592173,49418000.0
"Binan, Binan",House,"House,villas",117.0,162.0,3.0,3.0,121.0539924,14.2703263,24587742.46
"Gabi, Cordova",House,"House,single-family-house",120.0,84.0,5.0,2.0,123.960462,10.26232,7000000.0
"Anabu II-D, Imus",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.9376723,14.3730865,110503536.64125
"Lumil, Silang",Land,"Land,residential-lot",1000.0,588.0,4.2,4.6,121.008126,14.179173,7000000.0
"Pooc, Talisay",House,"House,single-family-house",82.0,102.0,3.0,2.5,123.823521,10.24271,7573942.0
Mandaluyong,Condominium,"Condominium,other-4",284.6,407.0,6.0,6.0,121.0363943,14.5820678,92650000.0
"Inarawan, Antipolo",House,"House,single-family-house",150.0,117.0,3.0,3.0,121.240436,14.670622,7900000.0
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.5,121.022321,14.405874,110503536.64125
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.5,121.022321,14.405874,110503536.64125
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.5,121.022321,14.405874,110503536.64125
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,8.5,121.022321,14.405874,110503536.64125
"Salitran I, Dasmarinas",Commercial,"Commercial,building",1215.5,735.0,6.199999999999999,8.500000000000002,120.93635,14.357185,46175000.0
"Baliti, San Fernando",House,"House,townhouse",74.0,46.0,2.0,1.0,120.638786,15.11205,1154328.0
"Tejero, General Trias",Land,"Land,residential-lot",280.0,498.20000000000005,4.199999999999999,4.2,120.866631,14.400861,16277000.0
"Marulas, Valenzuela",House,"House,villas",450.0,430.0,5.0,4.0,120.98177,14.673664,23000000.0
Baguio,House,"House,single-family-house",1215.5,700.0,5.0,5.0,120.5988034,16.4162261,48000000.0
"Bakakeng Central, Baguio",Condominium,"Condominium,studio",22.60000000000008,15.0,1.0,1.0,120.5915339,16.39122061,1990000.0
"Panipuan, San Fernando",House,"House,townhouse",48.0,43.0,2.0,1.0,15.11301122,15.11301122,1091277.0
"Diliman, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0
"Kristong Hari, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.029926,14.624843,62000000.0
"Maribago, Lapu-Lapu",Condominium,"Condominium,double-bedroom",73.0,95.29999999999998,2.0,2.0,123.998707,10.290415,18921000.0
"Masin Norte, Candelaria",House,"House,townhouse",58.0,54.0,3.0,1.0,121.410855,13.93871,2200000.0
"San Isidro, Paranaque",House,"House,single-family-house",180.0,160.0,4.0,2.0,121.011835,14.468547,8500000.0
"Balibago, Santa Rosa",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,121.101207,14.29686594,2650000.0
"Bagumbayan, Tanauan",House,"House,townhouse",50.0,44.5,2.0,1.0,121.1422818,14.07830127,1532000.0
"Santa Mesa, Manila",Condominium,"Condominium,studio",43.60000000000002,25.0,1.0,1.0,121.017867,14.5971795,3000000.0
"Bacao II, General Trias",House,"House,single-family-house",100.0,98.95000000000002,3.0,2.0,120.881337,14.410355,8480175.0
"Diliman, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0
"Kristong Hari, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.029926,14.624843,62000000.0
"Diliman, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0
"Diliman, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0
"Diliman, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0
"Santo Nino, San Fernando",Condominium,"Condominium,studio",60.799999999999955,27.5,1.0,1.0,120.709017,15.29195,6290000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",129.40000000000003,99.0,3.0,2.0,121.050318,14.540867,17300000.0
"South Triangle, Quezon City",Commercial,"Commercial,building",98.0,309.0,4.2,4.3999999999999995,121.035979,14.637561,62000000.0
"Quezon Avenue, Quezon City",Commercial,"Commercial,building",98.26999999999998,309.81,4.2,4.3999999999999995,121.0232,14.63518,62000000.0
"Bancao-Bancao, Puerto Princesa",House,"House,single-family-house",88.0,40.0,2.0,1.0,118.760283,9.732545,4890000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",34.400000000000034,59.0,2.0,2.0,121.050318,14.540867,17905470.0
"Santo Nino, San Fernando",Condominium,"Condominium,studio",72.0,35.0,1.0,1.0,120.709017,15.29195,6334000.0
"Tandang Sora, Quezon City",House,"House,townhouse",90.0,183.0,3.0,4.0,121.0398332,14.68252145,15000000.0
"Daang Hari Road, Bacoor",House,"House,single-family-house",100.0,152.0,3.0,2.0,120.9909738,14.3824796,8800000.0
"Angeles, Atimonan",Land,"Land,agricutural-lot",1215.5,728.0,7.0,7.199999999999999,121.939154,13.983765,28106000.0
"Songculan, Dauis",House,"House,single-family-house",174.99999999999997,72.0,3.0,3.0,123.8294,9.6291,6500000.0
"Aya, Talisay",Land,"Land,residential-lot",722.0,735.0,4.0,4.6,121.0497478,14.0992116,5054000.0
"Aya, Talisay",Land,"Land,residential-lot",655.0,678.9999999999999,6.0,6.9,121.045855,14.106764,4585000.0
"Capitol Hills, Quezon City",House,"House,single-family-house",663.0,735.0,5.0,5.0,121.081,14.66523,100000000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",663.0,735.0,5.0,5.0,121.082236,14.665648,100000000.0
"Bay City, Pasay",Condominium,"Condominium,single-bedroom",60.799999999999955,27.669999999999987,1.0,1.0,120.9805265,14.5435176,4200000.0
Angeles,Apartment,"Apartment,apartments",241.8,41.883999999999986,1.0,1.0,120.6134411,15.139882,8000000.0
"Pulong Santa Cruz, Santa Rosa",Condominium,"Condominium,single-bedroom",43.60000000000002,24.99000000000001,1.0,1.0,121.0940939,14.28962026,3275000.0
"Ususan, Taguig",Condominium,"Condominium,3-bedroom",66.19999999999999,120.0,3.0,2.0,121.065172,14.531149,12000000.0
"Villa Kananga, Butuan",House,"House,single-family-house",147.0,176.0,4.0,3.0,125.5384633,8.9290268,12000000.0
"Pulung Maragul, Angeles",Condominium,"Condominium,single-bedroom",82.0,57.0,1.0,1.0,120.636935,15.152145,8000000.0
"Villa Kananga, Butuan",Condominium,"Condominium,single-bedroom",60.799999999999955,30.0,1.0,1.0,125.5384633,8.9290268,5387000.0
"Cabadiangan, Compostela",Land,"Land,residential-lot",120.0,98.0,3.8,2.4,123.970576,10.453795,2398376.0
"Talon Singko, Las Pinas",Condominium,"Condominium,double-bedroom",54.19999999999999,48.0,2.0,1.0,120.996723,14.422561,5525000.0
"Banawa, Cebu",House,"House,single-family-house",280.0,298.0,4.0,4.0,123.8806862,10.3136942,37368000.0
"San Juan, Taytay",Land,"Land,residential-lot",140.0,174.6,3.5999999999999996,3.2,121.123722,14.551401,3000000.0
"Kaunlaran, Quezon City",Condominium,"Condominium,4-bedroom",175.00000000000003,361.0,4.0,6.0,121.04641,14.617893,81418499.0
"Poblacion, Makati",Commercial,"Commercial,offices",5.684341886080802e-14,73.79999999999998,1.4,1.4000000000000001,121.032076,14.56568,15004850.0
"San Francisco, Binan",House,"House,townhouse",38.620000000000005,42.900000000000006,2.0,1.0,121.0569025,14.33134603,2149664.0
"Bel-Air, Makati",Condominium,"Condominium,studio",60.799999999999955,30.0,1.0,1.0,121.026342,14.563933,5500000.0
"Lalangan, Plaridel",House,"House,single-family-house",75.0,120.0,3.0,2.0,120.8488475,14.8758815,5486000.0
"Pagala, Baliuag",Condominium,"Condominium,single-bedroom",43.60000000000002,24.409999999999997,1.0,1.0,120.8927513,14.96049336,3048000.0
Pagsanghan,Apartment,"Apartment,loft",57.0,83.0,2.0,1.7999999999999998,124.7396672,11.9618385,110503536.64125
"Bagong Lipunan Ng Crame, Quezon City",Condominium,"Condominium,double-bedroom",72.39999999999998,49.66999999999999,2.0,1.0,121.052143,14.60929,4950000.0
"Talon Dos, Las Pinas",House,"House,single-family-house",302.0,230.0,6.0,5.0,120.985214,14.438526,23000000.0
"Talon Dos, Las Pinas",House,"House,townhouse",122.0,155.0,4.0,4.0,120.985214,14.438526,10500000.0
"Tunghaan, Minglanilla",House,"House,single-family-house",42.0,42.0,2.0,1.0,123.783387,10.24622,4438173.0
"Pooc, Talisay",House,"House,single-family-house",194.99999999999997,251.0,5.0,3.0,123.823521,10.24271,14880000.0
"Olympia, Makati",Land,"Land,commercial-lot",725.0,735.0,4.0,4.6,121.021325,14.57178,110503536.64125
"Banilad, Cebu",House,"House,single-family-house",1168.0,735.0,7.0,8.500000000000002,123.91229,10.345495,100000000.0
Los Banos,House,"House,single-family-house",499.0,300.0,5.0,4.0,121.2295491,14.1690114,12000000.0
"Bakakeng Central, Baguio",Condominium,"Condominium,studio",60.799999999999955,28.80000000000001,1.0,1.0,120.5827294,16.39786434,4461811.2
"Western Bicutan, Taguig",Commercial,"Commercial,offices",5.684341886080802e-14,84.0,2.4,2.0,121.036376,14.517219,23439824.6
"Santa Mesa, Manila",Condominium,"Condominium,penthouse-1",82.0,55.28,1.0,1.0,121.017867,14.5971795,8000000.0
"Legazpi Village, Makati",Condominium,"Condominium,studio",43.60000000000002,25.599999999999994,1.0,1.0,121.017742,14.554848,6500000.0
"Calansayan, San Jose",House,"House,single-family-house",58.5,44.5,2.0,1.0,121.0809854,13.855494,1858000.0
"Sampaloc I, Dasmarinas",Land,"Land,residential-lot",210.0,239.4,4.2,4.2,120.961365,14.29841,1785000.0
"Pilar, Las Pinas",House,"House,single-family-house",180.0,240.0,5.0,4.0,121.0080137,14.417168,12000000.0
"Santa Ana, Taytay",Land,"Land,residential-lot",418.0,611.0,3.0,2.8,121.10763,14.552296,11286000.0
"Santo Nino, San Fernando",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,120.709017,15.29195,5531376.0
"Hipodromo, Iloilo",Commercial,"Commercial,building",294.0,260.0,3.4,3.0,122.5622802,10.6958376,18000000.0
"Kalikid Sur, Cabanatuan",Land,"Land,agricutural-lot",905.0,524.0,4.0,4.2,121.051849,15.4794271,950000.0
"Tondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125
"Tondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125
"Tondo, Manila",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.965967,14.620565,110503536.64125
"Binondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.975007,14.601192,110503536.64125
"Poblacion, Muntinlupa",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.029033,14.385411,110503536.64125
"Tondo, Manila",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.965967,14.620565,110503536.64125
"Binondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.975007,14.601192,110503536.64125
"Tondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125
"Tondo, Manila",Commercial,"Commercial,building",1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125
